Problem,Severity,File,TempLine,Column,Rule,Description,URL,Category,Engine,CommitAuthor,ActualLine,TargetBranch,Repo,CommitSha,RunId
"1","3",temp_force-app_main_default_classes_AccountClass.cls,"4","9","AvoidDebugStatements","Avoid Debug Statements","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd-custom",Bhavana02012003,55,WI-000047,DevOps_Project,9fcaf857b7b66486824dd30e8161b0c03ffcbc5d,20958813790
"1","3",temp_force-app_main_default_classes_File.cls,"4","9","AvoidDebugStatements","Avoid Debug Statements","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd-custom",Bhavana02012003,108,WI-000047,DevOps_Project,9fcaf857b7b66486824dd30e8161b0c03ffcbc5d,20958813790
