Problem,Severity,File,TempLine,Column,Rule,Description,URL,Category,Engine,CommitAuthor,ActualLine,TargetBranch,Repo,CommitSha,RunId
"1","3",temp_force-app_main_default_classes_AccountClass.cls,"4","9","AvoidDebugStatements","Avoid Debug Statements","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd-custom",Bhavana02012003,55,WI-000047,DevOps_Project,4794f7e77ef964a78eabfa3568233e4d8544aa8f,21703710754
