Problem,Severity,File,TempLine,Column,Rule,Description,URL,Category,Engine,CommitAuthor,ActualLine,TargetBranch,Repo,CommitSha,RunId
"1","3",temp_force-app_main_default_classes_AccountClass.cls","4","9","AvoidDebugStatements","Avoid Debug Statements","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd-custom",Bhavana02012003,N/A,WI-000047,Bhavana02012003/DevOps_Project,d44accce56f12484456e71a473176195fa6e3242,20657173177
