rule,engine,severity,tags,file,startLine,startColumn,endLine,endColumn,message,resources,CommitAuthor,CommitAuthorFirstName,ActualLine,TargetBranch
"no-unused-vars",eslint,2,,"temp_scanner_files/temp_force-app_main_default_aura_AccountCreator_AccountCreatorController.js",5,0,5,0,"'state' is assigned a value but never used.",,Bhavana02012003,Bhavana02012003,5,Backup_Cloned_Branch
"no-undef",eslint,2,,"temp_scanner_files/temp_force-app_main_default_lwc_demo_demo.js",7,0,7,0,"'console' is not defined.",,Bhavana02012003,Bhavana02012003,7,Backup_Cloned_Branch
