Problem,Severity,File,TempLine,Column,Rule,Description,URL,Category,Engine,CommitAuthor,ActualLine,TargetBranch,Repo,CommitSha,RunId
"1","3",temp_force-app_main_default_classes_AccountClass.cls,"4","9","AvoidDebugStatements","Avoid Debug Statements","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd-custom",Bhavana02012003,55,Backup_Branch,DevOps_Project,3545535a00f21702d584c744d9ba483e5f753039,21740947330
