rule,engine,severity,tags,file,startLine,startColumn,endLine,endColumn,message,resources,CommitAuthor,CommitAuthorFirstName,ActualLine,TargetBranch
"AvoidDebugStatements","pmd",3,"Best Practices","temp_scanner_files/temp_force-app_main_default_classes_AccountClass.cls",3,17,3,40,"Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.20.0/pmd_rules_apex_performance.html#avoiddebugstatements",Bhavana02012003,55,Backup_Cloned_Branch
"DebugsShouldUseLoggingLevel","pmd",4,"Recommended,BestPractices,Apex","temp_scanner_files/temp_force-app_main_default_classes_AccountClass.cls",3,17,3,40,"Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.20.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel",Bhavana02012003,N/A,Backup_Cloned_Branch
