rule,engine,severity,tags,file,startLine,startColumn,endLine,endColumn,message,resources,CommitAuthor,CommitAuthorFirstName,ActualLine,TargetBranch
"no-console",eslint,"3",,"temp_scanner_files/temp_force-app_main_default_lwc_demo_demo.js",25,0,25,0,"Unexpected console statement.",,"Bhavana02012003","Bhavana02012003",25,"Backup_Cloned_Branch"
"no-undef",eslint,"2",,"temp_scanner_files/temp_force-app_main_default_lwc_demo_demo.js",25,0,25,0,"'console' is not defined.",,"Bhavana02012003","Bhavana02012003",25,"Backup_Cloned_Branch"
