rule,engine,severity,tags,file,startLine,startColumn,endLine,endColumn,message,resources,CommitAuthor,CommitAuthorFirstName,ActualLine,TargetBranch
"AvoidDebugStatements","pmd",2,"Performance","temp_scanner_files/temp_force-app_main_default_classes_APICCommunication.cls",10,17,10,37,"Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.13.0/pmd_rules_apex_performance.html#avoiddebugstatements",Gogeneni, Archana,Gogeneni, Archana,30,intmnr1
"DebugsShouldUseLoggingLevel","pmd",4,"Security","temp_scanner_files/temp_force-app_main_default_classes_APICCommunication.cls",10,17,10,37,"Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.13.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel",Gogeneni, Archana,Gogeneni, Archana,30,intmnr1
